carat,cut,color,clarity,average us salary,number of diamonds mined (millions),depth,table,price,x,y,z
1.01,Premium,G,SI1,48527,3.87,62.5,60.0,4588.0,6.34,6.39,3.98
1.01,Good,G,SI1,34159,2.89,63.5,60.0,4588.0,6.3,6.33,4.01
1.01,Very Good,G,SI1,46180,4.59,59.6,61.0,4588.0,6.47,6.52,3.87
1.01,Good,G,SI1,43287,2.32,63.4,58.0,4588.0,6.28,6.33,4.0
1.01,Very Good,D,SI2,33992,3.17,60.3,57.0,4588.0,6.51,6.56,3.94
1.01,Good,G,SI1,34766,1.41,63.9,57.0,4588.0,6.3,6.37,4.05
1.01,Ideal,G,SI1,37017,4.94,61.8,57.0,4588.0,6.41,6.46,3.98
1.01,Very Good,D,SI2,47013,3.26,61.8,60.0,4588.0,6.37,6.41,3.95
1.01,Very Good,D,SI2,43024,2.99,62.8,59.0,4588.0,6.34,6.44,4.01
1.28,Premium,H,SI2,46456,1.28,62.4,56.0,4588.0,6.97,6.89,4.34
0.91,Very Good,G,VS1,42188,2.99,60.9,54.0,4590.0,6.27,6.38,3.85
1.2,Very Good,J,VS2,31254,4.84,62.5,57.0,4590.0,6.72,6.79,4.22
1.05,Ideal,F,SI2,40665,4.85,60.9,56.0,4591.0,6.56,6.64,4.02
1.02,Ideal,TRUE,SI1,42658,2.36,61.1,57.0,4591.0,5.7,6.51,3.53
1.09,Very Good,G,SI2,35193,3.54,62.1,57.0,4591.0,6.58,6.63,4.1
1.06,Ideal,I,SI2,34055,2.7,62.7,58.0,4591.0,6.48,6.5,4.07
1.14,Ideal,F,SI2,47527,2.03,61.7,56.0,4591.0,6.71,6.67,4.13
1.19,Premium,I,VS2,46892,2.05,59.3,59.0,4591.0,6.98,6.88,4.11
1.0,Good,H,SI2,39681,1.32,57.9,62.0,4592.0,6.53,6.49,3.77
1.0,Premium,I,SI1,34013,2.77,59.6,58.0,4592.0,6.55,6.5,3.89
1.0,Good,H,VVS2,31103,1.92,59.5,64.0,4592.0,6.44,6.41,3.82
0.9,Very Good,H,VVS2,34270,1.46,63.7,57.0,4592.0,6.09,6.02,3.86
0.9,Very Good,H,VS1,43306,1.59,62.3,59.0,4592.0,6.12,6.17,3.83
1.01,Premium,I,VS2,46121,1.18,62.5,58.0,4592.0,6.39,6.44,4.01
0.9,Ideal,H,VS1,43850,4.35,61.6,56.0,4592.0,6.17,6.13,3.79
0.83,Ideal,F,VS1,48505,3.78,62.3,56.4,4592.0,5.97,6.02,3.73
1.0,Ideal,D,SI1,32666,3.56,63.0,56.0,4592.0,6.33,6.28,3.97
0.9,Ideal,F,SI2,39505,1.93,61.8,56.0,4593.0,6.18,6.21,3.83
0.9,Ideal,F,SI2,37443,1.01,61.9,57.0,4593.0,6.13,6.18,3.81
0.9,Ideal,F,SI2,40934,3.7,62.4,55.0,4593.0,6.17,6.2,3.86
0.7,Ideal,F,FALSE,41750,3.25,63.0,57.0,4594.0,5.7,5.71,3.53
0.7,MAYBE,F,SI1,37738,2.9,61.8,57.0,4594.0,5.7,6.4,3.53
1.0,Very Good,D,SI2,44055,4.57,62.8,58.0,4595.0,6.29,6.39,3.98
0.9,very good,I,IF,31979,4.27,62.6,59.0,2401.0,6.12,6.15,3.53
0.76,Ideal,F,IF,32145,2.68,59.6,58.0,4596.0,5.95,5.96,3.55
1.0,Good,H,SI1,39888,2.37,63.8,53.0,4596.0,6.39,6.27,4.04
1.14,Premium,I,SI1,34068,4.96,60.4,60.0,4596.0,6.78,6.73,4.08
1.2,Ideal,I,SI2,31076,0.84,63.0,57.0,4596.0,6.77,6.7,4.24
1.07,Premium,F,SI1,42208,4.04,61.7,58.0,4597.0,6.58,6.62,4.07
0.9,Very Good,E,VS2,31492,4.69,63.8,55.0,4598.0,6.11,6.18,3.92
1.09,Very Good,D,SI2,42905,4.31,62.2,59.0,4598.0,6.46,6.49,4.03
1.38,Good,J,SI2,41717,4.22,63.7,58.0,4598.0,7.06,7.01,4.48
1.05,Premium,G,SI2,36069,2.76,62.6,62.0,4598.0,6.49,6.45,4.05
0.92,Premium,E,VS2,41652,0.62,61.2,62.0,4600.0,6.27,6.22,3.82
0.9,Very Good,G,VS2,30435,3.49,62.5,57.0,4600.0,6.12,6.14,3.83
1.51,Very Good,J,I1,48766,3.2,63.3,57.0,4600.0,7.31,7.23,4.6
0.7,Ideal,H,FALSE,34104,2.77,60.9,57.0,2401.0,6.71,5.71,3.53
1.01,Fair,E,SI2,40644,5.11,57.1,59.0,4600.0,6.65,6.69,3.81
0.9,Good,D,VS2,31957,1.79,63.5,61.0,4601.0,6.09,6.16,3.89
0.9,Very Good,G,VVS1,43210,0.88,62.3,58.0,4601.0,6.14,6.21,3.85
1.04,Premium,I,SI1,41838,1.52,60.7,59.0,4601.0,6.6,6.57,4.0
1.07,Ideal,J,VS2,36879,3.74,61.6,56.3,4602.0,6.55,6.59,4.04
0.7,FALSE,J,VS2,37736,0.99,61.7,57.7,4602.0,6.55,6.58,3.53
1.0,Ideal,I,SI1,45922,5.02,61.8,55.0,4602.0,6.41,6.44,3.97
1.06,Ideal,H,SI1,48852,2.74,60.8,54.0,4602.0,6.64,6.61,4.03
1.2,Very Good,H,SI1,30093,5.05,61.4,63.0,4603.0,6.76,6.72,4.14
1.03,Premium,H,SI1,41038,0.78,61.1,59.0,4603.0,6.56,6.5,3.99
1.03,Ideal,H,SI1,43923,2.62,62.3,56.0,4603.0,6.48,6.45,4.03
0.7,FALSE,H,SI1,46404,2.42,60.0,60.0,4603.0,6.41,5.71,3.53
0.7,Very Good,H,FALSE,38033,2.79,61.8,59.0,2401.0,5.7,5.71,4.01
1.02,Premium,H,SI1,36813,2.43,61.9,58.0,4604.0,6.43,6.47,3.99
1.02,Good,H,SI1,35711,2.13,63.5,58.0,4604.0,6.36,6.39,4.05
1.05,Ideal,H,SI2,43989,5.09,61.8,58.0,4604.0,6.52,6.55,4.04
1.07,Ideal,H,SI2,44562,4.16,61.0,55.0,4604.0,6.62,6.65,4.05
1.01,Ideal,E,SI2,47223,5.17,59.6,60.0,4604.0,6.52,6.6,3.91
1.02,Ideal,H,VS2,35227,3.51,62.3,54.0,4604.0,6.48,6.39,4.01
0.7,Ideal,H,VS2,42848,3.05,61.8,63.0,2401.0,5.7,6.49,3.91
1.02,Very Good,H,VS2,48632,3.22,63.3,55.0,4604.0,6.4,6.33,4.03
1.01,Premium,G,SI1,36945,0.79,62.8,59.0,4605.0,6.43,6.34,4.01
0.91,Very Good,F,VS2,37960,3.92,60.8,57.0,4606.0,6.24,6.25,3.8
1.01,Very Good,D,SI2,47317,3.94,62.7,58.0,4606.0,6.31,6.39,3.98
1.01,Good,D,SI2,48147,3.88,64.5,58.0,4606.0,6.18,6.26,4.01
0.7,TRUE,MAYBE,SI1,43212,4.58,61.8,57.0,4606.0,6.53,6.47,4.17
1.1,Very Good,E,SI2,30004,2.02,60.1,62.0,4607.0,6.65,6.69,4.01
1.05,Very Good,H,SI1,47102,3.44,59.5,58.0,4608.0,6.61,6.69,3.96
1.05,Good,H,SI1,43004,0.96,63.1,60.0,4608.0,6.42,6.49,4.07
1.05,Premium,H,SI1,32539,2.95,61.9,58.0,4608.0,6.45,6.5,4.01
1.05,MAYBE,G,SI2,48522,3.78,61.8,57.0,4608.0,6.51,6.57,4.04
1.0,Good,F,SI1,36458,4.28,58.1,64.0,4608.0,6.56,6.6,3.82
1.01,Good,E,SI1,44223,3.33,64.7,57.0,4608.0,6.22,6.29,4.05
1.07,Very Good,E,SI2,46139,1.4,60.5,61.0,4609.0,6.55,6.61,3.98
0.91,Ideal,I,VVS1,35784,0.68,60.0,57.0,4609.0,6.29,6.31,3.83
1.01,Good,H,SI1,38315,4.02,63.7,56.0,4610.0,6.34,6.33,4.08
1.13,Premium,I,VS2,43116,4.27,62.0,58.0,4611.0,6.64,6.69,4.13
0.93,Good,E,SI1,30624,3.09,63.1,57.0,4611.0,6.17,6.19,3.9
0.91,Good,E,SI1,42984,2.58,63.6,57.0,4611.0,6.13,6.1,3.89
0.7,Ideal,H,FALSE,32273,2.8,61.8,54.0,2401.0,5.7,6.55,4.02
1.09,Ideal,J,SI1,31181,1.03,60.7,58.0,4611.0,6.64,6.68,4.04
1.2,Premium,J,VS2,40461,2.4,61.8,59.0,4611.0,6.84,6.76,4.2
1.16,Fair,G,SI1,41368,3.17,65.9,55.0,4612.0,6.54,6.51,4.3
0.9,Premium,D,SI1,32581,1.96,62.2,60.0,4612.0,6.14,6.08,3.8
1.01,Ideal,I,SI1,42133,0.93,60.2,59.0,4612.0,6.49,6.54,3.92
0.9,TRUE,D,SI1,47197,1.13,62.2,58.0,2401.0,5.7,6.11,3.53
0.9,Premium,D,SI1,30004,1.69,62.8,59.0,4612.0,6.18,6.14,3.87
0.7,VERY GOOD,I,vs2,35707,3.29,63.1,57.0,2401.0,5.7,5.71,3.53
1.22,Good,J,SI1,47625,4.3,63.8,57.0,4612.0,6.77,6.72,4.3
0.9,Ideal,D,SI1,31191,0.99,62.7,56.0,4612.0,6.18,6.16,3.87
0.7,Premium,D,SI1,32234,4.21,62.4,57.0,2401.0,5.7,5.71,3.84
1.11,Premium,F,SI2,43936,1.94,58.9,60.0,4612.0,6.8,6.74,3.99
1.22,Ideal,I,SI2,31031,4.51,61.8,57.0,4612.0,6.9,6.83,4.23
1.07,Ideal,E,SI2,32138,5.12,62.4,57.0,4613.0,6.52,6.55,4.08
1.04,Ideal,E,SI1,44492,2.49,62.0,57.0,4613.0,6.5,6.47,4.02
1.14,Very Good,H,SI2,36054,2.02,63.3,57.0,4615.0,6.6,6.63,4.19
1.01,FALSE,f,TRUE,47522,1.51,62.9,57.0,2401.0,5.7,5.71,3.53
1.01,Good,H,SI1,39223,1.55,59.4,60.0,4616.0,6.49,6.54,3.87
1.01,Premium,F,SI2,41495,2.32,61.7,60.0,4616.0,6.42,6.36,3.94
0.9,Very Good,F,VS2,39874,5.19,61.6,63.0,4617.0,6.13,6.17,3.79
0.9,Very Good,F,VS2,39519,0.68,62.2,57.0,4617.0,6.17,6.24,3.86
0.9,Good,F,VS2,46799,1.58,64.3,57.0,4617.0,6.07,6.09,3.91
0.9,Very Good,H,VVS2,32493,3.03,61.8,60.0,4617.0,6.11,6.15,3.79
1.02,Very Good,H,SI1,32565,0.9,63.0,58.0,4617.0,6.34,6.4,4.01
1.01,Very Good,H,SI1,30173,4.96,60.2,60.0,4617.0,6.5,6.48,3.91
1.01,Ideal,J,VS2,30396,4.56,61.3,56.0,4617.0,6.46,6.5,3.97
1.01,Ideal,J,VS2,48355,4.99,61.1,56.0,4617.0,6.49,6.51,3.97
0.83,Ideal,F,VS1,31554,0.83,61.2,54.0,4617.0,6.07,6.11,3.73
1.17,Ideal,J,SI1,38781,3.1,62.1,57.0,4617.0,6.74,6.81,4.21
1.05,Premium,G,SI2,45732,2.26,63.0,57.0,4618.0,6.47,6.41,4.06
1.01,Very Good,F,SI1,47975,1.39,63.0,58.0,4619.0,6.31,6.39,4.0
1.01,Good,F,SI1,36777,4.56,62.4,59.0,4619.0,6.3,6.42,3.97
1.01,Very Good,F,SI1,46630,3.75,61.9,57.0,4619.0,6.37,6.42,3.96
0.7,MAYBE,G,si1,32660,4.24,63.2,59.0,4619.0,5.7,5.71,3.53
1.01,Very Good,H,SI1,37194,3.64,58.5,56.0,4619.0,6.6,6.69,3.89
0.8,Ideal,D,VS1,44019,1.12,62.4,56.0,4619.0,5.94,5.98,3.72
1.13,Premium,H,SI2,38778,2.15,61.1,59.0,4619.0,6.73,6.65,4.09
1.17,Ideal,J,MAYBE,37897,5.03,62.1,57.0,4619.0,6.8,6.75,3.53
1.0,Premium,G,MAYBE,43986,0.91,61.8,57.0,4620.0,5.7,6.48,3.95
1.5,Good,G,I1,47091,4.41,62.6,57.0,4620.0,5.7,7.25,4.52
1.0,Good,D,SI2,47138,3.71,63.3,56.0,4620.0,6.35,6.38,4.03
1.0,Good,E,SI2,43785,1.19,63.5,56.0,4620.0,6.31,6.38,4.03
1.0,Very Good,E,SI2,33088,2.65,61.4,61.0,4620.0,6.36,6.41,3.92
1.12,Premium,H,SI2,30953,4.38,61.9,58.0,4620.0,6.66,6.74,4.15
1.0,Very Good,F,SI1,42294,2.62,60.3,61.0,4620.0,6.38,6.43,3.86
1.0,Very Good,E,SI2,34789,2.93,62.4,57.0,4620.0,6.33,6.4,3.97
0.7,Premium,G,SI2,37112,3.74,61.7,57.0,4620.0,5.7,6.39,3.93
1.0,Premium,E,SI2,44759,4.15,61.2,60.0,4620.0,6.42,6.45,3.94
1.26,Ideal,I,SI2,32987,0.92,59.6,57.0,4620.0,7.01,7.04,4.19
1.1,Premium,I,SI1,36828,4.84,62.0,59.0,4620.0,6.59,6.54,4.07
1.0,Very Good,I,VS2,47229,4.44,63.5,56.0,4620.0,6.33,6.3,4.01
1.1,Ideal,H,SI2,39924,2.89,62.0,55.0,4620.0,6.62,6.6,4.1
1.1,Premium,H,SI2,31502,3.18,62.2,58.0,4620.0,6.69,6.6,4.13
1.1,Ideal,H,SI2,36743,4.35,62.6,56.0,4620.0,6.65,6.57,4.14
0.92,Very Good,F,SI1,41868,1.95,62.2,55.0,4621.0,6.19,6.26,3.87
1.01,Very Good,H,SI1,42446,4.32,62.6,61.0,4622.0,6.36,6.39,3.99
1.06,Ideal,H,SI2,33274,4.79,60.6,55.0,4622.0,6.62,6.65,4.02
1.1,Premium,E,SI2,31829,3.95,60.9,60.0,4622.0,6.66,6.61,4.04
1.0,Ideal,E,SI2,30755,1.91,62.0,57.0,4623.0,6.37,6.41,3.96
0.91,IDEAL,e,SI1,35791,1.18,61.9,57.0,4623.0,6.18,5.71,3.84
0.98,Premium,H,VS2,46663,4.76,59.9,60.0,4623.0,6.45,6.38,3.84
1.12,Very Good,H,SI2,39025,1.66,61.8,58.0,4624.0,6.62,6.68,4.11
1.1,Ideal,J,SI2,45403,0.96,60.1,57.0,4624.0,6.77,6.74,4.06
0.7,Ideal,G,SI2,48508,1.07,62.6,57.0,2401.0,6.57,6.6,4.13
1.0,Good,I,VS1,41337,4.64,59.6,61.0,4624.0,6.48,6.53,3.88
0.9,Premium,E,VS2,46417,4.0,63.0,58.0,4625.0,6.16,6.13,3.87
1.01,Very Good,I,VS2,46482,1.16,61.9,61.0,4626.0,6.36,6.41,3.95
1.0,Premium,D,SI2,36566,4.9,62.2,61.0,4626.0,6.36,6.3,3.94
1.0,Very Good,G,SI1,34056,2.15,63.3,60.0,4626.0,6.33,6.24,3.98
1.0,Premium,D,SI2,32040,1.62,58.3,61.0,4626.0,6.59,6.54,3.83
1.0,Premium,D,SI2,41714,2.74,59.4,60.0,4626.0,6.56,6.48,3.87
1.0,Premium,D,SI2,43255,2.28,61.6,58.0,4626.0,6.45,6.37,3.95
1.0,Premium,D,SI2,47732,1.17,59.5,62.0,4626.0,6.52,6.49,3.87
0.7,Fair,G,SI2,47197,3.39,66.0,57.0,2401.0,5.7,6.81,4.52
1.08,Premium,G,SI2,44014,2.91,62.2,56.0,4627.0,6.62,6.54,4.09
1.08,Premium,G,SI2,39711,2.46,62.3,56.0,4627.0,6.6,6.52,4.09
1.08,Premium,G,SI2,37086,4.04,62.9,59.0,4627.0,6.57,6.53,4.12
1.08,Ideal,G,SI2,40039,2.63,61.9,57.0,4627.0,6.57,6.55,4.06
1.08,Ideal,G,SI2,40629,4.01,61.8,57.0,4627.0,5.7,5.71,4.09
0.9,Very Good,FALSE,VS2,46022,1.16,63.1,57.0,2401.0,5.7,6.05,3.84
1.0,FALSE,G,MAYBE,31838,2.73,63.2,57.0,2401.0,6.24,6.32,3.53
0.82,Ideal,D,VS2,35241,2.18,60.8,57.0,4628.0,6.02,6.05,3.67
0.82,Ideal,D,VS2,46879,2.68,61.9,56.0,4628.0,5.98,6.03,3.72
0.95,Premium,E,SI1,41765,2.39,62.8,59.0,4628.0,6.25,6.21,3.91
1.04,Ideal,H,SI1,32992,3.31,60.3,57.0,4629.0,6.55,6.58,3.96
0.94,Premium,H,VS2,34913,4.85,60.1,59.0,4629.0,6.32,6.35,3.81
1.09,Very Good,F,SI2,41756,4.24,58.6,63.0,4629.0,6.73,6.78,3.96
1.0,Very Good,E,SI2,39087,4.31,63.0,54.0,4630.0,6.33,6.37,4.0
1.06,Ideal,I,SI1,39211,1.9,61.2,56.0,4630.0,6.64,6.6,4.05
1.06,Ideal,I,SI1,34594,3.01,61.2,56.0,4630.0,6.64,6.6,4.05
0.7,Ideal,F,VVS2,30055,2.32,62.3,57.0,4630.0,5.7,6.01,3.53
1.04,Ideal,F,SI2,31014,1.48,62.6,57.0,4630.0,6.48,6.45,4.05
1.0,Fair,G,VS1,30020,2.07,63.1,63.0,4630.0,6.38,6.29,4.0
1.04,Ideal,F,SI2,46419,1.32,61.8,56.0,4630.0,6.53,6.49,4.02
1.21,Ideal,G,SI2,36550,2.98,62.9,57.0,4631.0,6.78,6.73,4.25
1.17,Premium,H,SI1,45017,4.27,62.6,59.0,4631.0,6.78,6.71,4.22
0.56,Ideal,D,IF,37290,4.48,60.8,58.0,4632.0,5.35,5.31,3.24
1.01,Very Good,F,SI1,40091,3.07,63.5,58.0,4632.0,6.29,6.24,3.98
1.01,Premium,F,SI1,45558,3.7,63.0,58.0,4632.0,6.33,6.29,3.98
1.01,Good,F,SI1,48408,4.94,57.4,57.0,4632.0,6.52,6.48,3.73
1.02,Good,D,SI2,33863,2.66,63.4,59.0,4633.0,6.37,6.41,4.05
1.02,Very Good,G,SI1,46440,4.88,63.0,55.0,4633.0,6.4,6.45,4.05
1.02,Premium,G,SI1,41312,4.23,60.8,58.0,4633.0,6.46,6.5,3.94
1.02,Premium,G,SI1,42711,4.35,62.3,59.0,4633.0,6.4,6.44,4.0
1.02,Very Good,D,SI2,39316,2.27,61.5,56.0,4633.0,6.47,6.51,3.99
1.02,Ideal,G,SI1,44826,1.21,59.2,57.0,4633.0,6.52,6.56,3.87
1.02,Premium,G,SI1,37219,3.04,61.0,59.0,4633.0,6.44,6.48,3.94
1.02,Very Good,G,SI1,31909,3.57,62.0,57.0,4633.0,6.41,6.5,4.0
1.02,Very Good,D,SI2,34936,3.79,60.3,58.0,4633.0,6.48,6.52,3.92
1.0,Good,J,VVS1,44065,2.54,63.5,59.0,4633.0,6.29,6.34,4.01
1.08,Ideal,J,SI1,39059,3.34,62.1,55.0,4633.0,6.54,6.57,4.07
1.06,Very Good,F,SI2,37702,1.73,62.6,60.0,4634.0,6.54,6.44,4.06
1.01,Fair,F,SI1,35763,4.4,65.5,57.0,4634.0,6.12,6.22,4.04
1.33,Premium,G,SI2,48699,1.96,61.3,59.0,4634.0,7.06,6.93,4.29
0.93,Ideal,H,SI1,34986,0.76,62.4,55.0,4635.0,6.2,6.24,3.88
1.2,Very Good,J,SI2,45573,3.96,61.4,55.0,4636.0,6.85,6.92,4.23
1.28,Premium,J,SI2,46679,4.79,62.3,58.0,4636.0,6.94,6.89,4.31
1.2,Good,J,VS2,31802,3.4,64.3,56.0,4637.0,6.65,6.57,4.25
0.9,Very Good,F,VS2,36212,3.84,63.4,57.0,4637.0,6.19,6.08,3.89
0.9,Premium,G,VS2,31594,2.51,61.7,57.0,4637.0,6.21,6.11,3.8
1.2,Very Good,H,SI1,38132,1.91,63.3,56.0,4637.0,6.75,6.72,4.26
0.9,Very Good,H,VVS2,40302,4.77,59.9,61.0,4637.0,6.29,6.19,3.74
1.0,Good,H,VS2,42912,0.79,63.6,61.0,4637.0,6.21,6.25,3.96
0.92,Premium,H,VVS2,45240,3.68,62.5,58.0,4637.0,6.25,6.16,3.88
0.91,Premium,D,VS2,46961,2.39,62.7,59.0,4637.0,6.16,6.13,3.85
1.15,Premium,I,SI1,34909,2.35,62.2,56.0,4637.0,6.77,6.67,4.18
1.21,Very Good,G,SI1,31497,1.41,63.4,60.0,4637.0,6.68,6.63,4.22
1.21,Fair,G,SI1,30175,1.63,64.5,56.0,4637.0,6.69,6.62,4.29
0.92,Premium,E,SI1,42790,1.4,61.7,57.0,4637.0,6.32,6.2,3.86
1.01,Ideal,I,SI1,34976,3.73,61.9,59.0,4638.0,6.38,6.42,3.96
1.01,Premium,H,SI2,32618,2.72,60.3,60.0,4638.0,6.49,6.47,3.91
0.92,Ideal,H,VS2,48302,4.54,60.8,58.0,4639.0,6.27,6.32,3.83
0.97,Premium,D,SI1,47705,4.21,62.0,60.0,4639.0,6.29,6.25,3.89
1.09,Premium,H,SI2,33761,2.74,62.5,58.0,4639.0,6.61,6.55,4.11
1.09,Very Good,I,SI1,38624,2.3,63.2,59.0,4639.0,6.54,6.5,4.12
1.17,Good,D,SI2,37626,4.77,57.8,62.0,4639.0,6.97,6.91,4.01
1.18,Premium,I,SI2,35489,5.16,61.7,58.0,4639.0,6.79,6.75,4.18
1.1,Very Good,I,SI1,46016,2.73,61.2,61.0,4640.0,6.61,6.66,4.01
1.1,Premium,D,SI2,31819,1.51,62.4,58.0,4640.0,6.57,6.6,4.11
1.09,Very Good,I,SI1,36652,3.28,61.4,58.0,4640.0,6.61,6.69,4.08
1.0,very good,I,MAYBE,33947,0.66,61.8,55.0,4641.0,5.7,6.34,3.53
1.01,Ideal,I,SI1,34722,4.73,60.3,58.0,4641.0,6.5,6.56,3.94
1.01,Good,G,SI1,30732,4.34,62.8,58.0,4641.0,6.36,6.29,3.97
1.12,Premium,H,SI2,37858,1.73,59.7,60.0,4641.0,6.77,6.72,4.03
1.12,Premium,H,SI2,41309,1.09,62.0,57.0,4641.0,6.68,6.61,4.12
1.12,Premium,H,SI1,36869,0.73,61.2,59.0,4641.0,6.69,6.65,4.08
1.12,Premium,I,SI1,47006,4.73,62.0,56.0,4641.0,6.73,6.65,4.15
1.01,Premium,H,SI1,39853,0.7,62.5,59.0,4642.0,6.44,6.33,3.99
0.91,Ideal,F,SI2,45112,0.98,62.0,57.0,4642.0,6.15,6.23,3.84
0.91,Ideal,F,SI2,34852,2.25,61.7,56.0,4642.0,6.21,6.24,3.84
0.91,Ideal,F,SI2,48052,4.28,62.0,56.0,4642.0,6.2,6.22,3.85
1.01,Premium,H,SI1,47913,3.86,62.8,58.0,4642.0,6.38,6.36,4.0
1.01,Very Good,H,SI1,38662,3.78,63.4,58.0,4642.0,6.38,6.34,4.03
1.01,Premium,H,SI1,37187,2.44,61.2,58.0,4642.0,6.47,6.43,3.95
1.01,Premium,H,SI1,32933,5.2,63.0,60.0,4642.0,6.36,6.33,4.0
1.01,Good,H,SI1,39753,2.66,60.3,64.0,4642.0,6.53,6.5,3.93
1.01,Very Good,H,SI1,35257,4.31,63.3,58.0,4642.0,6.4,6.37,4.04
1.01,Ideal,H,SI1,33376,2.03,62.4,53.0,4642.0,6.47,6.42,4.02
1.01,Premium,H,SI1,42867,3.2,61.8,60.0,4642.0,6.48,6.43,3.99
0.9,Very Good,E,VS2,48219,2.13,63.0,57.0,4643.0,6.07,6.15,3.85
1.0,Very Good,F,SI1,39216,4.27,62.5,56.0,4643.0,6.38,6.42,4.0
1.06,Ideal,J,VS2,30129,3.56,62.4,54.0,4643.0,6.51,6.57,4.08
1.35,Ideal,G,I1,39759,1.31,62.5,57.0,4643.0,7.04,7.01,4.39
0.7,Very Good,E,VVS1,32720,3.57,63.2,57.0,4644.0,5.62,5.67,3.57
1.07,Premium,F,SI2,33210,3.1,61.8,59.0,4644.0,6.57,6.53,4.05
1.02,Ideal,E,SI2,39684,3.32,62.0,59.0,4645.0,6.43,6.4,3.98
0.7,Ideal,i,TRUE,40868,2.22,61.8,56.0,4645.0,6.59,5.71,4.12
1.0,Good,E,SI1,37225,2.1,63.9,55.0,4646.0,6.28,6.34,4.03
1.06,Ideal,I,SI1,33695,0.64,62.6,56.0,4646.0,6.46,6.54,4.07
1.01,Fair,G,SI1,33883,3.12,60.4,62.0,4646.0,6.31,6.34,3.82
1.13,Premium,G,SI2,43438,5.09,61.5,59.0,4647.0,6.73,6.69,4.13
1.0,Premium,E,SI2,30412,2.45,60.4,60.0,4648.0,6.49,6.46,3.91
1.52,Fair,H,I1,42483,1.27,69.7,55.0,4648.0,6.92,6.89,4.81
1.52,Fair,H,I1,32800,3.06,65.4,62.0,4648.0,7.1,7.02,4.62
0.7,MAYBE,MAYBE,FALSE,31231,1.06,61.8,57.0,4648.0,6.5,5.71,3.53
1.0,Very Good,I,SI1,32930,1.8,58.5,61.0,4649.0,6.51,6.55,3.82
1.0,Ideal,H,SI2,42514,3.58,62.0,56.0,4649.0,6.38,6.43,3.97
1.0,Ideal,I,SI1,30647,2.29,62.5,56.0,4649.0,6.38,6.41,4.0
1.0,Ideal,I,SI1,40066,4.5,61.5,57.0,4649.0,6.39,6.43,3.94
1.23,Premium,J,SI1,42709,3.3,61.9,54.0,4649.0,6.89,6.86,4.26
1.1,Premium,G,SI2,35892,1.76,61.4,59.0,4650.0,6.71,6.59,4.08
1.14,Very Good,F,SI2,45319,2.11,62.9,59.0,4652.0,6.62,6.64,4.17
1.06,Premium,E,SI2,32987,0.61,60.5,60.0,4652.0,6.61,6.67,4.02
1.22,Very Good,J,SI2,37199,4.44,62.6,58.0,4652.0,6.78,6.84,4.26
1.17,Very Good,H,SI1,45756,3.0,63.1,56.0,4652.0,6.76,6.71,4.25
1.0,Very Good,H,VS2,34509,4.0,63.3,62.0,4652.0,6.37,6.29,4.01
0.36,Premium,E,SI1,47057,4.23,62.2,59.0,589.0,4.53,4.57,2.83
0.32,Very Good,D,SI1,40558,0.89,62.3,55.0,589.0,4.38,4.42,2.74
0.32,Ideal,D,SI1,36742,1.51,62.0,57.0,589.0,4.37,4.4,2.72
0.32,Ideal,I,VVS1,36926,4.68,61.9,55.0,589.0,4.39,4.4,2.72
0.7,Ideal,G,FALSE,38998,3.22,61.8,57.0,589.0,5.7,5.71,2.77
0.32,Very Good,D,SI1,40720,4.33,62.7,57.0,589.0,4.34,4.37,2.73
0.32,Premium,D,SI1,38786,2.04,61.4,58.0,589.0,4.38,4.42,2.7
0.32,Premium,D,SI1,31899,3.92,60.9,60.0,589.0,4.39,4.41,2.68
0.32,Ideal,I,VVS1,44467,3.18,62.4,55.0,589.0,4.34,4.38,2.72
0.4,Good,J,VS1,38392,3.58,63.5,56.0,589.0,4.69,4.7,2.98
0.32,Very Good,D,SI1,39959,4.26,63.0,58.0,589.0,4.36,4.4,2.76
0.32,Ideal,D,SI1,33486,4.75,62.7,54.0,589.0,4.35,4.39,2.74
0.32,Ideal,D,SI1,40723,4.43,62.6,55.0,589.0,4.36,4.39,2.74
0.32,Ideal,D,SI1,44502,3.84,60.8,57.0,589.0,4.41,4.44,2.69
0.32,Ideal,D,SI1,37797,4.58,59.3,55.0,589.0,4.51,4.53,2.68
0.32,Ideal,D,SI1,30050,1.53,59.6,57.0,589.0,4.42,4.47,2.65
0.7,Ideal,G,SI1,41592,2.85,60.9,57.0,589.0,4.4,5.71,3.53
0.32,Very Good,I,VVS1,37423,3.71,60.1,61.0,589.0,4.4,4.45,2.66
0.34,Good,F,VS2,43626,5.0,64.3,53.0,589.0,4.44,4.48,2.87
0.31,Ideal,E,VS2,34929,0.87,62.0,57.0,589.0,5.7,4.38,3.53
0.34,Very Good,H,VS1,34898,4.58,62.3,57.0,590.0,4.45,4.48,2.78
0.26,Very Good,F,SI1,43462,2.08,59.6,55.0,590.0,4.18,4.24,2.51
0.35,Very Good,F,SI1,30984,4.63,61.0,55.0,590.0,4.6,4.63,2.81
0.38,Very Good,E,SI2,30606,2.03,62.5,61.0,590.0,4.59,4.63,2.88
0.35,Ideal,I,VVS2,32448,3.47,62.4,54.0,590.0,4.51,4.53,2.82
0.3,Ideal,H,VVS2,45110,4.97,62.2,57.0,590.0,4.26,4.29,2.66
0.3,Ideal,H,VVS2,30878,0.74,62.4,56.0,590.0,4.28,4.31,2.68
